,Date,RPM,Speed,nGear,Throttle,Brake,DRS,Source,Time,SessionTime
186,2022-11-11 19:40:14.848,0,0,0,104,True,8,car,0 days 00:00:51.373000,0 days 00:54:10.058000
187,2022-11-11 19:40:15.008,0,0,0,104,True,8,car,0 days 00:00:51.533000,0 days 00:54:10.218000
188,2022-11-11 19:40:15.248,0,0,0,104,True,8,car,0 days 00:00:51.773000,0 days 00:54:10.458000
189,2022-11-11 19:40:15.488,0,0,0,104,True,8,car,0 days 00:00:52.013000,0 days 00:54:10.698000
190,2022-11-11 19:40:15.688,0,0,0,104,True,8,car,0 days 00:00:52.213000,0 days 00:54:10.898000
191,2022-11-11 19:40:16.168,0,0,0,104,True,8,car,0 days 00:00:52.693000,0 days 00:54:11.378000
192,2022-11-11 19:40:16.568,0,0,0,104,True,8,car,0 days 00:00:53.093000,0 days 00:54:11.778000
193,2022-11-11 19:40:16.728,0,0,0,104,True,8,car,0 days 00:00:53.253000,0 days 00:54:11.938000
194,2022-11-11 19:40:17.008,0,0,0,104,True,8,car,0 days 00:00:53.533000,0 days 00:54:12.218000
195,2022-11-11 19:40:17.208,0,0,0,104,True,8,car,0 days 00:00:53.733000,0 days 00:54:12.418000
196,2022-11-11 19:40:17.648,0,0,0,104,True,8,car,0 days 00:00:54.173000,0 days 00:54:12.858000
197,2022-11-11 19:40:17.968,0,0,0,104,True,8,car,0 days 00:00:54.493000,0 days 00:54:13.178000
198,2022-11-11 19:40:18.208,0,0,0,104,True,8,car,0 days 00:00:54.733000,0 days 00:54:13.418000
199,2022-11-11 19:40:18.408,0,0,0,104,True,8,car,0 days 00:00:54.933000,0 days 00:54:13.618000
200,2022-11-11 19:40:18.648,0,0,0,104,True,8,car,0 days 00:00:55.173000,0 days 00:54:13.858000
201,2022-11-11 19:40:18.848,0,0,0,104,True,8,car,0 days 00:00:55.373000,0 days 00:54:14.058000
202,2022-11-11 19:40:19.128,0,0,0,104,True,8,car,0 days 00:00:55.653000,0 days 00:54:14.338000
203,2022-11-11 19:40:19.528,0,0,0,104,True,8,car,0 days 00:00:56.053000,0 days 00:54:14.738000
204,2022-11-11 19:40:19.728,0,0,0,104,True,8,car,0 days 00:00:56.253000,0 days 00:54:14.938000
205,2022-11-11 19:40:19.888,0,0,0,104,True,8,car,0 days 00:00:56.413000,0 days 00:54:15.098000
206,2022-11-11 19:40:20.128,0,0,0,104,True,8,car,0 days 00:00:56.653000,0 days 00:54:15.338000
207,2022-11-11 19:40:20.368,0,0,0,104,True,8,car,0 days 00:00:56.893000,0 days 00:54:15.578000
208,2022-11-11 19:40:20.568,0,0,0,104,True,8,car,0 days 00:00:57.093000,0 days 00:54:15.778000
209,2022-11-11 19:40:20.808,0,0,0,104,True,8,car,0 days 00:00:57.333000,0 days 00:54:16.018000
210,2022-11-11 19:40:21.128,0,0,0,104,True,8,car,0 days 00:00:57.653000,0 days 00:54:16.338000
211,2022-11-11 19:40:21.408,0,0,0,104,True,8,car,0 days 00:00:57.933000,0 days 00:54:16.618000
212,2022-11-11 19:40:21.648,0,0,0,104,True,8,car,0 days 00:00:58.173000,0 days 00:54:16.858000
213,2022-11-11 19:40:22.008,0,0,0,104,True,8,car,0 days 00:00:58.533000,0 days 00:54:17.218000
214,2022-11-11 19:40:22.248,0,0,0,104,True,8,car,0 days 00:00:58.773000,0 days 00:54:17.458000
215,2022-11-11 19:40:22.528,0,0,0,104,True,8,car,0 days 00:00:59.053000,0 days 00:54:17.738000
216,2022-11-11 19:40:22.808,0,0,0,104,True,8,car,0 days 00:00:59.333000,0 days 00:54:18.018000
217,2022-11-11 19:40:23.008,0,0,0,104,True,8,car,0 days 00:00:59.533000,0 days 00:54:18.218000
218,2022-11-11 19:40:23.168,0,0,0,104,True,8,car,0 days 00:00:59.693000,0 days 00:54:18.378000
219,2022-11-11 19:40:23.368,0,0,0,104,True,8,car,0 days 00:00:59.893000,0 days 00:54:18.578000
220,2022-11-11 19:40:23.568,0,0,0,104,True,8,car,0 days 00:01:00.093000,0 days 00:54:18.778000
221,2022-11-11 19:40:23.888,0,0,0,104,True,8,car,0 days 00:01:00.413000,0 days 00:54:19.098000
222,2022-11-11 19:40:24.168,0,0,0,104,True,8,car,0 days 00:01:00.693000,0 days 00:54:19.378000
223,2022-11-11 19:40:24.368,0,0,0,104,True,8,car,0 days 00:01:00.893000,0 days 00:54:19.578000
224,2022-11-11 19:40:24.568,0,0,0,104,True,8,car,0 days 00:01:01.093000,0 days 00:54:19.778000
225,2022-11-11 19:40:24.808,0,0,0,104,True,8,car,0 days 00:01:01.333000,0 days 00:54:20.018000
226,2022-11-11 19:40:25.048,0,0,0,104,True,8,car,0 days 00:01:01.573000,0 days 00:54:20.258000
227,2022-11-11 19:40:25.248,0,0,0,104,True,8,car,0 days 00:01:01.773000,0 days 00:54:20.458000
228,2022-11-11 19:40:25.608,0,0,0,104,True,8,car,0 days 00:01:02.133000,0 days 00:54:20.818000
229,2022-11-11 19:40:25.848,0,0,0,104,True,8,car,0 days 00:01:02.373000,0 days 00:54:21.058000
230,2022-11-11 19:40:26.168,0,0,0,104,True,8,car,0 days 00:01:02.693000,0 days 00:54:21.378000
231,2022-11-11 19:40:26.408,0,0,0,104,True,8,car,0 days 00:01:02.933000,0 days 00:54:21.618000
232,2022-11-11 19:40:26.568,0,0,0,104,True,8,car,0 days 00:01:03.093000,0 days 00:54:21.778000
233,2022-11-11 19:40:26.768,0,0,0,104,True,8,car,0 days 00:01:03.293000,0 days 00:54:21.978000
